"sseqid","entrezgene_id","function","external_gene_name"
"AT4G18460",827578,"D-Tyr-tRNA(Tyr) deacylase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827578]","AT4G18460"
"AT4G18470",827577,"negative regulator of systemic acquired resistance (SNI1) [Source:NCBI gene (formerly Entrezgene);Acc:827577]","SNI1"
"AT4G18490",827581,"","AT4G18490"
"AT4G18550",827587,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827587]","DSEL"
"AT4G18570",827588,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827588]","AT4G18570"
"AT4G18593",827592,"dual specificity protein phosphatase-like protein [Source:NCBI gene (formerly Entrezgene);Acc:827592]","AT4G18593"
"AT4G18640",827598,"Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827598]","MRH1"
"AT4G18760",827610,"receptor like protein 51 [Source:NCBI gene (formerly Entrezgene);Acc:827610]","RLP51"
"AT4G18810",827615,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827615]","AT4G18810"
"AT4G18880",827622,"heat shock transcription factor A4A [Source:NCBI gene (formerly Entrezgene);Acc:827622]","HSF A4A"
"AT4G18910",827626,"NOD26-like intrinsic protein 1;2 [Source:NCBI gene (formerly Entrezgene);Acc:827626]","NIP1;2"
"AT4G18950",827630,"Integrin-linked protein kinase family [Source:NCBI gene (formerly Entrezgene);Acc:827630]","AT4G18950"
"AT4G18960",827631,"K-box region and MADS-box transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:827631]","AG"
"AT4G19003",827637,"E2F/DP family winged-helix DNA-binding domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:827637]","VPS25"
"AT4G19006",827638,"Proteasome component (PCI) domain protein [Source:NCBI gene (formerly Entrezgene);Acc:827638]","AT4G19006"
"AT4G19010",827639,"AMP-dependent synthetase and ligase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827639]","AT4G19010"
"AT4G19020",827640,"chromomethylase 2 [Source:NCBI gene (formerly Entrezgene);Acc:827640]","CMT2"
"AT4G19050",827643,"NB-ARC domain-containing disease resistance protein [Source:NCBI gene (formerly Entrezgene);Acc:827643]","AT4G19050"
"AT4G19070",827645,"Putative membrane lipoprotein [Source:NCBI gene (formerly Entrezgene);Acc:827645]","AT4G19070"
"AT4G19090",827647,"transmembrane protein, putative (DUF594) [Source:NCBI gene (formerly Entrezgene);Acc:827647]","AT4G19090"
"AT4G19110",827649,"Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827649]","AT4G19110"
"AT4G19120",827650,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827650]","ERD3"
"AT4G19140",827652,"exopolysaccharide production negative regulator [Source:NCBI gene (formerly Entrezgene);Acc:827652]","AT4G19140"
"AT4G19150",827653,"Ankyrin repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:827653]","AT4G19150"
"AT4G19160",827654,"transglutaminase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827654]","AT4G19160"
"AT4G19170",827655,"nine-cis-epoxycarotenoid dioxygenase 4 [Source:NCBI gene (formerly Entrezgene);Acc:827655]","NCED4"
"AT4G19180",827656,"GDA1/CD39 nucleoside phosphatase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827656]","AT4G19180"
"AT4G19185",827657,"nodulin MtN21 /EamA-like transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:827657]","UMAMIT2"
"AT4G19190",827658,"zinc knuckle (CCHC-type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:827658]","AT4G19190"
"AT4G19210",827661,"RNAse l inhibitor protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:827661]","ABCE2"
"AT4G19220",827662,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827662]","AT4G19220"
"AT4G19230",827663,"cytochrome P450, family 707, subfamily A, polypeptide 1 [Source:NCBI gene (formerly Entrezgene);Acc:827663]","CYP707A1"
"AT4G19350",827676,"embryo defective 3006 [Source:NCBI gene (formerly Entrezgene);Acc:827676]","EMB3006"
"AT4G19380",827679,"Long-chain fatty alcohol dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827679]","AT4G19380"
"AT4G19390",827680,"Uncharacterized protein family (UPF0114) [Source:NCBI gene (formerly Entrezgene);Acc:827680]","AT4G19390"
"AT4G19400",827681,"Profilin family protein [Source:NCBI gene (formerly Entrezgene);Acc:827681]","AT4G19400"
"AT4G19420",827683,"Pectinacetylesterase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827683]","AT4G19420"
"AT4G19430",827684,"","AT4G19430"
"AT4G19440",827685,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827685]","AT4G19440"
"AT4G19460",827687,"UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827687]","AT4G19460"
"AT4G19520",827694,"disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:827694]","AT4G19520"
"AT4G19650",827709,"Mitochondrial transcription termination factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:827709]","AT4G19650"
"AT4G19830",827727,"FKBP-like peptidyl-prolyl cis-trans isomerase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827727]","AT4G19830"
"AT4G19840",827728,"phloem protein 2-A1 [Source:NCBI gene (formerly Entrezgene);Acc:827728]","PP2-A1"
"AT4G19860",827730,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827730]","AT4G19860"
"AT4G19890",10723133,"Pentatricopeptide repeat (PPR-like) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:10723133]","AT4G19890"
"AT4G19900",827735,"alpha 1,4-glycosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827735]","AT4G19900"
"AT4G19950",827739,"polyadenylate-binding protein 1-B-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:827739]","AT4G19950"
"AT4G20050",827750,"Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827750]","QRT3"
"AT4G20150",827761,"excitatory amino acid transporter [Source:NCBI gene (formerly Entrezgene);Acc:827761]","AT4G20150"
"AT4G20170",827763,"glycosyltransferase family protein (DUF23) [Source:NCBI gene (formerly Entrezgene);Acc:827763]","GALS3"
"AT4G20310",827778,"Peptidase M50 family protein [Source:NCBI gene (formerly Entrezgene);Acc:827778]","AT4G20310"
"AT4G20325",5008148,"ribonuclease H2 subunit B [Source:NCBI gene (formerly Entrezgene);Acc:5008148]","AT4G20325"
"AT4G20330",827781,"Transcription initiation factor TFIIE, beta subunit [Source:NCBI gene (formerly Entrezgene);Acc:827781]","AT4G20330"
"AT4G20820",827830,"FAD-binding Berberine family protein [Source:NCBI gene (formerly Entrezgene);Acc:827830]","AT4G20820"
"AT4G20840",827832,"FAD-binding Berberine family protein [Source:NCBI gene (formerly Entrezgene);Acc:827832]","AT4G20840"
"AT4G20850",827833,"tripeptidyl peptidase ii [Source:NCBI gene (formerly Entrezgene);Acc:827833]","TPP2"
"AT4G20960",827843,"Cytidine/deoxycytidylate deaminase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827843]","PyrD"
"AT4G20970",827844,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827844]","AT4G20970"
"AT4G21060",827853,"Galactosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827853]","AT4G21060"
"AT4G21065",5008150,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:5008150]","AT4G21065"
"AT4G21120",827860,"amino acid transporter 1 [Source:NCBI gene (formerly Entrezgene);Acc:827860]","AAT1"
"AT4G21170",827865,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827865]","AT4G21170"
"AT4G21190",827867,"Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827867]","emb1417"
"AT4G21200",827868,"gibberellin 2-oxidase 8 [Source:NCBI gene (formerly Entrezgene);Acc:827868]","GA2OX8"
"AT4G21270",827876,"kinesin 1 [Source:NCBI gene (formerly Entrezgene);Acc:827876]","ATK1"
"AT4G21310",827879,"transmembrane protein, putative (DUF1218) [Source:NCBI gene (formerly Entrezgene);Acc:827879]","AT4G21310"
"AT4G21380",827890,"receptor kinase 3 [Source:NCBI gene (formerly Entrezgene);Acc:827890]","RK3"
"AT4G21390",827891,"S-locus lectin protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827891]","B120"
"AT4G21400",827892,"cysteine-rich RLK (RECEPTOR-like protein kinase) 28 [Source:NCBI gene (formerly Entrezgene);Acc:827892]","CRK28"
"AT4G21410",827893,"cysteine-rich RLK (RECEPTOR-like protein kinase) 29 [Source:NCBI gene (formerly Entrezgene);Acc:827893]","CRK29"
"AT4G21440",826916,"MYB-like 102 [Source:NCBI gene (formerly Entrezgene);Acc:826916]","MYB102"
"AT4G21500",828235,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:828235]","AT4G21500"
"AT4G21520",828237,"Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828237]","AT4G21520"
"AT4G21530",828238,"Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828238]","APC4"
"AT4G21550",828240,"VP1/ABI3-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:828240]","VAL3"
"AT4G21570",828242,"organic solute transporter ostalpha protein (DUF300) [Source:NCBI gene (formerly Entrezgene);Acc:828242]","AT4G21570"
"AT4G21580",828243,"oxidoreductase, zinc-binding dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828243]","AT4G21580"
"AT4G21610",828248,"lsd one like 2 [Source:NCBI gene (formerly Entrezgene);Acc:828248]","LOL2"
"AT4G21620",828249,"glycine-rich protein [Source:NCBI gene (formerly Entrezgene);Acc:828249]","AT4G21620"
"AT4G21670",828254,"C-terminal domain phosphatase-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:828254]","CPL1"
"AT4G21700",828257,"DUF2921 family protein, putative (DUF2921) [Source:NCBI gene (formerly Entrezgene);Acc:828257]","AT4G21700"
"AT4G21710",828259,"DNA-directed RNA polymerase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828259]","NRPB2"
"AT4G21740",828262,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:828262]","AT4G21740"
"AT4G21760",828264,"beta-glucosidase 47 [Source:NCBI gene (formerly Entrezgene);Acc:828264]","BGLU47"
"AT4G21790",828267,"tobamovirus multiplication 1 [Source:NCBI gene (formerly Entrezgene);Acc:828267]","TOM1"
"AT4G21920",828281,"","AT4G21920"
"AT4G21960",828285,"Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828285]","PRXR1"
"AT4G21970",828286,"senescence regulator (Protein of unknown function, DUF584) [Source:NCBI gene (formerly Entrezgene);Acc:828286]","AT4G21970"
"AT4G22000",828289,"tyrosine sulfotransferase-like protein [Source:NCBI gene (formerly Entrezgene);Acc:828289]","AT4G22000"
"AT4G22030",828292,"F-box protein with a domain protein [Source:NCBI gene (formerly Entrezgene);Acc:828292]","AT4G22030"
"AT4G22070",828296,"WRKY DNA-binding protein 31 [Source:NCBI gene (formerly Entrezgene);Acc:828296]","WRKY31"
"AT4G22190",828310,"serine/arginine repetitive matrix-like protein [Source:NCBI gene (formerly Entrezgene);Acc:828310]","AT4G22190"
"AT4G22240",828319,"Plastid-lipid associated protein PAP / fibrillin family protein [Source:NCBI gene (formerly Entrezgene);Acc:828319]","AT4G22240"
"AT4G22260",828321,"Alternative oxidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828321]","IM"
"AT4G22270",828322,"transmembrane protein, putative (DUF3537) [Source:NCBI gene (formerly Entrezgene);Acc:828322]","MRB1"
"AT4G22320",828327,"golgin family A protein [Source:NCBI gene (formerly Entrezgene);Acc:828327]","AT4G22320"
"AT4G22540",828349,"OSBP(oxysterol binding protein)-related protein 2A [Source:NCBI gene (formerly Entrezgene);Acc:828349]","ORP2A"
"AT4G22550",828351,"Phosphatidic acid phosphatase (PAP2) family protein [Source:NCBI gene (formerly Entrezgene);Acc:828351]","LPPbeta"
"AT4G22570",828353,"adenine phosphoribosyl transferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:828353]","APT3"
"AT4G22580",828354,"Exostosin family protein [Source:NCBI gene (formerly Entrezgene);Acc:828354]","AT4G22580"
"AT4G22660",828362,"F-box protein (DUF295) [Source:NCBI gene (formerly Entrezgene);Acc:828362]","AT4G22660"
"AT4G22670",828363,"HSP70-interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:828363]","HIP1"
"AT4G22730",828369,"Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828369]","AT4G22730"
"AT4G22740",828370,"glycine-rich protein [Source:NCBI gene (formerly Entrezgene);Acc:828370]","AT4G22740"
"AT4G22756",828374,"sterol C4-methyl oxidase 1-2 [Source:NCBI gene (formerly Entrezgene);Acc:828374]","SMO1-2"
"AT4G22758",10723027,"PPR containing protein [Source:NCBI gene (formerly Entrezgene);Acc:10723027]","AT4G22758"
"AT4G22760",828375,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828375]","AT4G22760"
"AT4G22790",828378,"MATE efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:828378]","AT4G22790"
"AT4G22810",828380,"Putative AT-hook DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:828380]","AT4G22810"
"AT4G22850",828384,"SNARE associated Golgi protein family [Source:NCBI gene (formerly Entrezgene);Acc:828384]","AT4G22850"
"AT4G22860",828385,"Cell cycle regulated microtubule associated protein [Source:NCBI gene (formerly Entrezgene);Acc:828385]","AT4G22860"
"AT4G22880",828387,"leucoanthocyanidin dioxygenase [Source:NCBI gene (formerly Entrezgene);Acc:828387]","LDOX"
"AT4G22890",828388,"PGR5-LIKE A [Source:NCBI gene (formerly Entrezgene);Acc:828388]","PGR5-LIKE A"
"AT4G22900",828389,"transmembrane protein, putative (DUF1191) [Source:NCBI gene (formerly Entrezgene);Acc:828389]","AT4G22900"
"AT4G22910",828390,"FIZZY-related 2 [Source:NCBI gene (formerly Entrezgene);Acc:828390]","FZR2"
"AT4G22920",828391,"non-yellowing 1 [Source:NCBI gene (formerly Entrezgene);Acc:828391]","NYE1"
"AT4G22980",828397,"molybdenum cofactor sulfurase-like protein [Source:NCBI gene (formerly Entrezgene);Acc:828397]","AT4G22980"
"AT4G22990",828398,"Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:828398]","AT4G22990"
"AT4G23010",828400,"UDP-galactose transporter 2 [Source:NCBI gene (formerly Entrezgene);Acc:828400]","UTR2"
"AT4G23020",828401,"","TRM11"
"AT4G23030",828402,"MATE efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:828402]","AT4G23030"
"AT4G23050",828404,"PAS domain-containing protein tyrosine kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828404]","AT4G23050"
"AT4G23060",828405,"IQ-domain 22 [Source:NCBI gene (formerly Entrezgene);Acc:828405]","IQD22"
"AT4G23100",828409,"glutamate-cysteine ligase [Source:NCBI gene (formerly Entrezgene);Acc:828409]","GSH1"
"AT4G23140",828413,"cysteine-rich RLK (RECEPTOR-like protein kinase) 6 [Source:NCBI gene (formerly Entrezgene);Acc:828413]","CRK6"
"AT4G23160",828415,"cysteine-rich RECEPTOR-like kinase [Source:NCBI gene (formerly Entrezgene);Acc:828415]","CRK8"
"AT4G23180",828417,"cysteine-rich RLK (RECEPTOR-like protein kinase) 10 [Source:NCBI gene (formerly Entrezgene);Acc:828417]","CRK10"
"AT4G23200",828419,"cysteine-rich RLK (RECEPTOR-like protein kinase) 12 [Source:NCBI gene (formerly Entrezgene);Acc:828419]","CRK12"
"AT4G23230",828422,"cysteine-rich RECEPTOR-like kinase [Source:NCBI gene (formerly Entrezgene);Acc:828422]","CRK15"
"AT4G23250",828424,"cysteine-rich receptor-like protein kinase 17 [Source:NCBI gene (formerly Entrezgene);Acc:828424]","EMB1290"
"AT4G23270",828426,"cysteine-rich RLK (RECEPTOR-like protein kinase) 19 [Source:NCBI gene (formerly Entrezgene);Acc:828426]","CRK19"
"AT4G23340",828433,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828433]","AT4G23340"
"AT4G23420",828441,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828441]","AT4G23420"
"AT4G23430",828442,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828442]","Tic32-IVa"
"AT4G23440",828443,"Disease resistance protein (TIR-NBS class) [Source:NCBI gene (formerly Entrezgene);Acc:828443]","AT4G23440"
"AT4G23460",828445,"Adaptin family protein [Source:NCBI gene (formerly Entrezgene);Acc:828445]","AT4G23460"
"AT4G23496",828449,"SPIRAL1-like5 [Source:NCBI gene (formerly Entrezgene);Acc:828449]","SP1L5"
"AT4G23500",828450,"Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828450]","AT4G23500"
"AT4G23570",828457,"phosphatase-like protein [Source:NCBI gene (formerly Entrezgene);Acc:828457]","SGT1A"
"AT4G23620",828462,"Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:828462]","AT4G23620"
"AT4G23630",828463,"VIRB2-interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:828463]","BTI1"
"AT4G23640",828464,"Potassium transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:828464]","TRH1"
"AT4G23650",828465,"calcium-dependent protein kinase 6 [Source:NCBI gene (formerly Entrezgene);Acc:828465]","CDPK6"
"AT4G23690",828469,"Disease resistance-responsive (dirigent-like protein) family protein [Source:NCBI gene (formerly Entrezgene);Acc:828469]","DIR6"
"AT4G23740",828474,"Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828474]","AT4G23740"
"AT4G23750",828475,"cytokinin response factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:828475]","CRF2"
"AT4G23760",828476,"Cox19-like CHCH family protein [Source:NCBI gene (formerly Entrezgene);Acc:828476]","AT4G23760"
"AT4G23800",828480,"HMG (high mobility group) box protein [Source:NCBI gene (formerly Entrezgene);Acc:828480]","3xHMG-box2"
"AT4G23820",828482,"Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828482]","AT4G23820"
"AT4G23840",828483,"Leucine-rich repeat (LRR) family protein [Source:NCBI gene (formerly Entrezgene);Acc:828483]","AT4G23840"
"AT4G23860",828485,"PHD finger protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:828485]","AT4G23860"
